ts_code,name,industry,list_date,market
600776.SH,东方通信,通信设备,19961126,主板
600778.SH,友好集团,百货,19961203,主板
600779.SH,水井坊,白酒,19961206,主板
600780.SH,通宝能源,火力发电,19961205,主板
600782.SH,新钢股份,普钢,19961225,主板
600783.SH,鲁信创投,专用机械,19961225,主板
600784.SH,鲁银投资,综合类,19961225,主板
600785.SH,新华百货,百货,19970108,主板
600787.SH,中储股份,仓储物流,19970121,主板
600789.SH,鲁抗医药,化学制药,19970226,主板
600790.SH,轻纺城,商品城,19970228,主板
600791.SH,京能置业,全国地产,19970130,主板
600792.SH,云煤能源,焦炭加工,19970123,主板
600793.SH,宜宾纸业,造纸,19970220,主板
600794.SH,保税科技,仓储物流,19970306,主板
600795.SH,国电电力,火力发电,19970318,主板
600796.SH,钱江生化,环境保护,19970408,主板
600797.SH,浙大网新,软件服务,19970418,主板
600798.SH,宁波海运,水运,19970423,主板
600800.SH,渤海化学,化工原料,19931206,主板
600801.SH,华新建材,水泥,19940103,主板
600802.SH,福建水泥,水泥,19940103,主板
600803.SH,新奥股份,供气供热,19940103,主板
600805.SH,悦达投资,综合类,19940103,主板
600807.SH,济高发展,医疗保健,19940103,主板
600808.SH,马钢股份,普钢,19940106,主板
600809.SH,山西汾酒,白酒,19940106,主板
600810.SH,神马股份,化纤,19940106,主板
600812.SH,华北制药,化学制药,19940114,主板
600814.SH,杭州解百,百货,19940114,主板
600815.SH,厦工股份,工程机械,19940128,主板
600816.SH,建元信托,多元金融,19940128,主板
600817.SH,宇通重工,专用机械,19940128,主板
600819.SH,耀皮玻璃,玻璃,19940128,主板
600820.SH,隧道股份,建筑工程,19940128,主板
600821.SH,金开新能,新型电力,19940128,主板
600822.SH,上海物贸,汽车服务,19940204,主板
600824.SH,益民集团,百货,19940204,主板
600825.SH,新华传媒,出版业,19940204,主板
600826.SH,兰生股份,文教休闲,19940204,主板
600827.SH,百联股份,超市连锁,19940204,主板
600828.SH,茂业商业,百货,19940224,主板
600829.SH,人民同泰,医药商业,19940224,主板
600830.SH,香溢融通,多元金融,19940224,主板
600831.SH,广电网络,影视音像,19940224,主板
600833.SH,第一医药,医药商业,19940224,主板
600834.SH,申通地铁,公共交通,19940224,主板
600835.SH,上海机电,运输设备,19940224,主板
600838.SH,上海九百,百货,19940224,主板
600839.SH,四川长虹,家用电器,19940311,主板
600841.SH,动力新科,汽车配件,19940311,主板
600843.SH,上工申贝,纺织机械,19940311,主板
600844.SH,金煤科技,化工原料,19940311,主板
600845.SH,XD宝信软,软件服务,19940311,主板
600846.SH,同济科技,建筑工程,19940311,主板
600847.SH,万里股份,电气设备,19940324,主板
600848.SH,上海临港,园区开发,19940324,主板
601607.SH,上海医药,医药商业,19940324,主板
600850.SH,电科数字,软件服务,19940324,主板
600851.SH,海欣股份,化学制药,19940404,主板
600853.SH,龙建股份,建筑工程,19940404,主板
600854.SH,春兰股份,家用电器,19940425,主板
600855.SH,航天长峰,专用机械,19940425,主板
600857.SH,宁波中百,百货,19940425,主板
600858.SH,银座股份,百货,19940506,主板
600859.SH,王府井,百货,19940506,主板
600860.SH,京城股份,专用机械,19940506,主板
600861.SH,北京人力,文教休闲,19940520,主板
600862.SH,中航高科,航空,19940520,主板
600863.SH,华能蒙电,火力发电,19940520,主板
600864.SH,哈投股份,证券,19940809,主板
600865.SH,百大集团,百货,19940809,主板
600866.SH,星湖科技,饲料,19940818,主板
600867.SH,通化东宝,生物制药,19940824,主板
600868.SH,梅雁吉祥,水力发电,19940912,主板
600869.SH,远东股份,电气设备,19950206,主板
600871.SH,石化油服,石油开采,19950411,主板
600872.SH,中炬高新,食品,19950124,主板
600873.SH,梅花生物,食品,19950217,主板
600874.SH,创业环保,环境保护,19950630,主板
600875.SH,东方电气,电气设备,19951010,主板
600876.SH,凯盛新能,玻璃,19951031,主板
600877.SH,电科芯片,半导体,19951013,主板
600879.SH,航天电子,航空,19951115,主板
600880.SH,博瑞传播,广告包装,19951115,主板
600881.SH,亚泰集团,综合类,19951115,主板
600882.SH,妙可蓝多,乳制品,19951206,主板
600883.SH,博闻科技,种植业,19951208,主板
600884.SH,杉杉股份,电气设备,19960130,主板
600885.SH,宏发股份,电气设备,19960205,主板
600886.SH,国投电力,水力发电,19960118,主板
600887.SH,伊利股份,乳制品,19960312,主板
600888.SH,新疆众和,铝,19960215,主板
600893.SH,航发动力,航空,19960408,主板
600894.SH,广日股份,运输设备,19960328,主板
600895.SH,张江高科,园区开发,19960422,主板
600897.SH,厦门空港,机场,19960531,主板
600900.SH,长江电力,水力发电,20031118,主板
600960.SH,渤海汽车,汽车配件,20040407,主板
600963.SH,岳阳林纸,造纸,20040525,主板
600966.SH,博汇纸业,造纸,20040608,主板
600967.SH,内蒙一机,运输设备,20040518,主板
600969.SH,郴电国际,水力发电,20040408,主板
600975.SH,新五丰,农业综合,20040609,主板
600976.SH,健民集团,中成药,20040419,主板
600980.SH,北矿科技,专用机械,20040512,主板
600985.SH,淮北矿业,煤炭开采,20040428,主板
600986.SH,浙文互联,互联网,20040426,主板
600988.SH,赤峰黄金,黄金,20040414,主板
600990.SH,四创电子,通信设备,20040510,主板
600992.SH,贵绳股份,钢加工,20040514,主板
600993.SH,马应龙,中成药,20040517,主板
600995.SH,南网储能,水力发电,20040615,主板
600997.SH,开滦股份,焦炭加工,20040602,主板
002017.SZ,东信和平,通信设备,20040713,主板
002003.SZ,伟星股份,服饰,20040625,主板
002004.SZ,华邦健康,农药化肥,20040625,主板
002006.SZ,精工科技,专用机械,20040625,主板
002007.SZ,华兰生物,生物制药,20040625,主板
002008.SZ,大族激光,专用机械,20040625,主板
002009.SZ,天奇股份,工程机械,20040629,主板
002010.SZ,传化智联,仓储物流,20040629,主板
002011.SZ,盾安环境,家用电器,20040705,主板
002012.SZ,凯恩股份,造纸,20040705,主板
002014.SZ,永新股份,塑料,20040708,主板
002015.SZ,协鑫能科,新型电力,20040708,主板
002016.SZ,世荣兆业,区域地产,20040708,主板
002019.SZ,亿帆医药,化学制药,20040713,主板
002020.SZ,京新药业,化学制药,20040715,主板
002021.SZ,中捷资源,纺织机械,20040715,主板
002022.SZ,科华生物,医疗保健,20040721,主板
002023.SZ,海特高新,航空,20040721,主板
002025.SZ,航天电器,元器件,20040726,主板
002026.SZ,山东威达,机械基件,20040727,主板
002027.SZ,分众传媒,广告包装,20040804,主板
002028.SZ,思源电气,电气设备,20040805,主板
002029.SZ,七匹狼,服饰,20040806,主板
002030.SZ,达安基因,医疗保健,20040809,主板
002031.SZ,巨轮智能,汽车配件,20040816,主板
002032.SZ,苏泊尔,家用电器,20040817,主板
002033.SZ,丽江股份,旅游景点,20040825,主板
002034.SZ,旺能环境,环境保护,20040826,主板
002035.SZ,华帝股份,家用电器,20040901,主板
002036.SZ,联创电子,元器件,20040903,主板
002037.SZ,保利联合,化工原料,20040908,主板
002038.SZ,双鹭药业,生物制药,20040909,主板
600022.SH,山东钢铁,普钢,20040629,主板
600143.SH,金发科技,塑料,20040623,主板
600482.SH,中国动力,船舶,20040714,主板
600961.SH,株冶集团,铅锌,20040830,主板
600962.SH,国投中鲁,软饮料,20040622,主板
600971.SH,恒源煤电,煤炭开采,20040817,主板
600973.SH,宝胜股份,电气设备,20040802,主板
600979.SH,广安爱众,水力发电,20040906,主板
600981.SH,苏豪汇鸿,商贸代理,20040630,主板
600982.SH,宁波能源,供气供热,20040706,主板
600983.SH,惠而浦,家用电器,20040727,主板
600984.SH,建设机械,工程机械,20040707,主板
600987.SH,航民股份,纺织,20040809,主板
600027.SH,华电国际,火力发电,20050203,主板
002039.SZ,黔源电力,水力发电,20050303,主板
002040.SZ,南京港,港口,20050325,主板
600970.SH,中材国际,建筑工程,20050412,主板
002041.SZ,登海种业,种植业,20050418,主板
002042.SZ,华孚时尚,纺织,20050427,主板
002043.SZ,兔宝宝,其他建材,20050510,主板
002044.SZ,美年健康,医疗保健,20050518,主板
002045.SZ,国光电器,元器件,20050523,主板
002046.SZ,国机精工,机械基件,20050526,主板
002048.SZ,宁波华翔,汽车配件,20050603,主板
002049.SZ,紫光国微,半导体,20050606,主板
002050.SZ,三花智控,家用电器,20050607,主板
300150.SZ,世纪瑞尔,软件服务,20101222,创业板
002051.SZ,中工国际,建筑工程,20060619,主板
002052.SZ,同洲电子,家用电器,20060627,主板
002053.SZ,云南能投,新型电力,20060627,主板
601001.SH,晋控煤业,煤炭开采,20060623,主板
601988.SH,中国银行,银行,20060705,主板
002054.SZ,德美化工,染料涂料,20060725,主板
002056.SZ,横店东磁,电气设备,20060802,主板
600048.SH,保利发展,全国地产,20060731,主板
002057.SZ,中钢天源,矿物制品,20060802,主板
002059.SZ,云南旅游,旅游景点,20060810,主板
601006.SH,大秦铁路,铁路,20060801,主板
002060.SZ,广东建工,建筑工程,20060810,主板
002061.SZ,浙江交科,建筑工程,20060816,主板
002062.SZ,宏润建设,建筑工程,20060816,主板
002063.SZ,远光软件,软件服务,20060823,主板
002064.SZ,华峰化学,化纤,20060823,主板
002065.SZ,东华软件,软件服务,20060823,主板
002066.SZ,瑞泰科技,其他建材,20060823,主板
601111.SH,中国国航,空运,20060818,主板
002067.SZ,景兴纸业,造纸,20060915,主板
002068.SZ,黑猫股份,化工原料,20060915,主板
300016.SZ,北陆药业,化学制药,20091030,创业板
300271.SZ,华宇软件,软件服务,20111026,创业板
601699.SH,潞安环能,煤炭开采,20060922,主板
002069.SZ,獐子岛,渔业,20060928,主板
002279.SZ,久其软件,软件服务,20090811,主板
002072.SZ,凯瑞德,商贸代理,20061018,主板
601588.SH,北辰实业,区域地产,20061016,主板
002073.SZ,软控股份,专用机械,20061018,主板
600017.SH,日照港,港口,20061017,主板
002074.SZ,国轩高科,电气设备,20061018,主板
002075.SZ,沙钢股份,特种钢,20061025,主板
601398.SH,工商银行,银行,20061027,主板
002079.SZ,苏州固锝,电气设备,20061116,主板
002078.SZ,太阳纸业,造纸,20061116,主板
002077.SZ,大港股份,半导体,20061116,主板
600018.SH,上港集团,港口,20061026,主板
002080.SZ,中材科技,玻璃,20061120,主板
002081.SZ,金螳螂,装修装饰,20061120,主板
601666.SH,平煤股份,煤炭开采,20061123,主板
002083.SZ,孚日股份,纺织,20061124,主板
002084.SZ,海鸥住工,家居用品,20061124,主板
002085.SZ,万丰奥威,汽车配件,20061128,主板
002086.SZ,东方海洋,渔业,20061128,主板
002088.SZ,鲁阳节能,矿物制品,20061130,主板
601872.SH,招商轮船,水运,20061201,主板
002090.SZ,金智科技,电气设备,20061208,主板
002091.SZ,江苏国泰,商贸代理,20061208,主板
002092.SZ,中泰化学,化工原料,20061208,主板
601991.SH,大唐发电,火力发电,20061220,主板
002095.SZ,生意宝,互联网,20061215,主板
002094.SZ,青岛金王,日用化工,20061215,主板
002093.SZ,国脉科技,文教休闲,20061215,主板
002101.SZ,广东鸿图,汽车配件,20061229,主板
002099.SZ,海翔药业,化学制药,20061226,主板
002100.SZ,天康生物,饲料,20061226,主板
002097.SZ,山河智能,工程机械,20061222,主板
002096.SZ,易普力,化工原料,20061222,主板
002098.SZ,浔兴股份,服饰,20061222,主板
002103.SZ,广博股份,文教休闲,20070110,主板
002105.SZ,信隆健康,摩托车,20070112,主板
601333.SH,广深铁路,铁路,20061222,主板
002104.SZ,恒宝股份,通信设备,20070110,主板
002110.SZ,三钢闽光,普钢,20070126,主板
002108.SZ,沧州明珠,塑料,20070124,主板
002106.SZ,莱宝高科,元器件,20070112,主板
601002.SH,晋亿实业,机械基件,20070126,主板
601628.SH,中国人寿,保险,20070109,主板
002107.SZ,沃华医药,中成药,20070124,主板
002111.SZ,威海广泰,航空,20070126,主板
002121.SZ,科陆电子,电器仪表,20070306,主板
002112.SZ,三变科技,电气设备,20070208,主板
002114.SZ,罗平锌电,铅锌,20070215,主板
002115.SZ,三维通信,互联网,20070215,主板
002120.SZ,韵达股份,仓储物流,20070306,主板
002116.SZ,中国海诚,建筑工程,20070215,主板
002117.SZ,东港股份,广告包装,20070302,主板
601166.SH,兴业银行,银行,20070205,主板
002119.SZ,康强电子,半导体,20070302,主板
601003.SH,柳钢股份,普钢,20070227,主板
002124.SZ,天邦食品,农业综合,20070403,主板
601005.SH,重庆钢铁,普钢,20070228,主板
601318.SH,中国平安,保险,20070301,主板
002123.SZ,梦网科技,互联网,20070328,主板
601007.SH,金陵饭店,酒店餐饮,20070406,主板
002125.SZ,湘潭电化,化工原料,20070403,主板
300318.SZ,博晖创新,医疗保健,20120523,创业板
002126.SZ,银轮股份,汽车配件,20070418,主板
601008.SH,连云港,港口,20070426,主板
002130.SZ,沃尔核材,电气设备,20070420,主板
002129.SZ,TCL中环,电气设备,20070420,主板
002127.SZ,南极电商,互联网,20070418,主板
002131.SZ,利欧股份,互联网,20070427,主板
002132.SZ,恒星科技,钢加工,20070427,主板
002134.SZ,天津普林,元器件,20070516,主板
002135.SZ,东南网架,钢加工,20070530,主板
002136.SZ,安纳达,化工原料,20070530,主板
002133.SZ,广宇集团,全国地产,20070427,主板
000338.SZ,潍柴动力,汽车配件,20070430,主板
002128.SZ,电投能源,煤炭开采,20070418,主板
601998.SH,中信银行,银行,20070427,主板
002139.SZ,拓邦股份,元器件,20070629,主板
601328.SH,交通银行,银行,20070515,主板
601600.SH,中国铝业,铝,20070430,主板
002137.SZ,实益达,元器件,20070613,主板
002138.SZ,顺络电子,元器件,20070613,主板
002170.SZ,芭田股份,农药化肥,20070919,主板
002140.SZ,东华科技,建筑工程,20070712,主板
601919.SH,中远海控,水运,20070626,主板
601168.SH,西部矿业,铜,20070712,主板
002144.SZ,宏达高科,纺织,20070803,主板
002141.SZ,贤丰控股,农业综合,20070720,主板
002142.SZ,宁波银行,银行,20070719,主板
601009.SH,南京银行,银行,20070719,主板
002153.SZ,石基信息,软件服务,20070813,主板
002146.SZ,荣盛发展,全国地产,20070808,主板
002159.SZ,三特索道,旅游服务,20070817,主板
002148.SZ,北纬科技,互联网,20070810,主板
002150.SZ,正泰电源,机械基件,20070810,主板
002152.SZ,广电运通,IT设备,20070813,主板
002149.SZ,西部材料,小金属,20070810,主板
002157.SZ,正邦科技,农业综合,20070817,主板
002155.SZ,湖南黄金,黄金,20070816,主板
002151.SZ,北斗星通,通信设备,20070813,主板
002156.SZ,通富微电,半导体,20070816,主板
002145.SZ,钛能化学,化工原料,20070803,主板
002158.SZ,汉钟精机,工程机械,20070817,主板
002160.SZ,常铝股份,铝,20070821,主板
002161.SZ,远望谷,通信设备,20070821,主板
002254.SZ,泰和新材,化纤,20080625,主板
002154.SZ,报喜鸟,服饰,20070816,主板
002164.SZ,宁波东力,机械基件,20070823,主板
002162.SZ,悦心健康,陶瓷,20070823,主板
002163.SZ,海南发展,装修装饰,20070823,主板
002169.SZ,智光电气,电气设备,20070919,主板
002167.SZ,东方锆业,小金属,20070913,主板
002171.SZ,楚江新材,铜,20070921,主板
002165.SZ,红宝丽,化工原料,20070913,主板
002192.SZ,融捷股份,小金属,20071205,主板
002166.SZ,莱茵生物,中成药,20070913,主板
002172.SZ,澳洋健康,医疗保健,20070921,主板
002174.SZ,游族网络,互联网,20070925,主板
601169.SH,北京银行,银行,20070919,主板
002173.SZ,创新医疗,医疗保健,20070925,主板
002176.SZ,江特电机,小金属,20071012,主板
002179.SZ,中航光电,元器件,20071101,主板
002177.SZ,御银股份,其他商业,20071101,主板
002180.SZ,奔图科技,IT设备,20071113,主板
601939.SH,建设银行,银行,20070925,主板
002178.SZ,延华智能,软件服务,20071101,主板
601808.SH,中海油服,石油开采,20070928,主板
002183.SZ,怡亚通,仓储物流,20071113,主板
002185.SZ,华天科技,半导体,20071120,主板
002182.SZ,宝武镁业,小金属,20071113,主板
002184.SZ,海得控制,机械基件,20071116,主板
601088.SH,中国神华,煤炭开采,20071009,主板
002189.SZ,中光学,元器件,20071203,主板
601857.SH,中国石油,石油开采,20071105,主板
002188.SZ,中天服务,房产服务,20071122,主板
002187.SZ,广百股份,百货,20071122,主板
002186.SZ,全聚德,酒店餐饮,20071120,主板
002196.SZ,方正电机,纺织机械,20071212,主板
002208.SZ,合肥城建,区域地产,20080128,主板
002190.SZ,成飞集成,汽车配件,20071203,主板
002191.SZ,劲嘉股份,广告包装,20071205,主板
002194.SZ,武汉凡谷,通信设备,20071207,主板
002195.SZ,岩山科技,软件服务,20071212,主板
300213.SZ,佳讯飞鸿,通信设备,20110505,创业板
601390.SH,中国中铁,建筑工程,20071203,主板
601918.SH,新集能源,煤炭开采,20071219,主板
002197.SZ,证通电子,IT设备,20071218,主板
002201.SZ,九鼎新材,玻璃,20071226,主板
002203.SZ,海亮股份,铜,20080116,主板
601999.SH,出版传媒,出版业,20071221,主板
002202.SZ,金风科技,电气设备,20071226,主板
601866.SH,中远海发,水运,20071212,主板
002204.SZ,大连重工,专用机械,20080116,主板
002205.SZ,国统股份,水泥,20080123,主板
601601.SH,中国太保,保险,20071225,主板
002206.SZ,海利得,化纤,20080123,主板
002209.SZ,达意隆,轻工机械,20080130,主板
002210.SZ,飞马国际,环境保护,20080130,主板
002213.SZ,大为股份,半导体,20080201,主板
601099.SH,太平洋,证券,20071228,主板
002212.SZ,天融信,软件服务,20080201,主板
002216.SZ,三全食品,食品,20080220,主板
601899.SH,紫金矿业,铜,20080425,主板
002215.SZ,诺普信,农药化肥,20080218,主板
002226.SZ,江南化工,化工原料,20080506,主板
002217.SZ,合力泰,元器件,20080220,主板
002218.SZ,拓日新能,新型电力,20080228,主板
002222.SZ,福晶科技,元器件,20080319,主板
601898.SH,中煤能源,煤炭开采,20080201,主板
002221.SZ,东华能源,石油加工,20080306,主板
002224.SZ,三力士,橡胶,20080425,主板
002219.SZ,新里程,医疗保健,20080306,主板
601958.SH,金钼股份,小金属,20080417,主板
601186.SH,中国铁建,建筑工程,20080310,主板
002223.SZ,鱼跃医疗,医疗保健,20080418,主板
002225.SZ,濮耐股份,其他建材,20080425,主板
002228.SZ,合兴包装,广告包装,20080508,主板
002244.SZ,滨江集团,区域地产,20080529,主板
002230.SZ,科大讯飞,软件服务,20080512,主板
002237.SZ,恒邦股份,黄金,20080520,主板
002235.SZ,安妮股份,造纸,20080516,主板
002232.SZ,启明信息,软件服务,20080509,主板
002249.SZ,大洋电机,电气设备,20080619,主板
002229.SZ,鸿博股份,广告包装,20080508,主板
002234.SZ,民和股份,农业综合,20080516,主板
002246.SZ,北化股份,化工原料,20080605,主板
002233.SZ,塔牌集团,水泥,20080516,主板
002243.SZ,力合科创,广告包装,20080528,主板
002236.SZ,大华股份,IT设备,20080520,主板
002265.SZ,建设工业,专用机械,20080806,主板
002252.SZ,上海莱士,生物制药,20080623,主板
002240.SZ,盛新锂能,小金属,20080523,主板
002247.SZ,聚力文化,其他建材,20080612,主板
002239.SZ,奥特佳,汽车配件,20080522,主板
002238.SZ,天威视讯,影视音像,20080526,主板
002242.SZ,九阳股份,家用电器,20080528,主板
002245.SZ,蔚蓝锂芯,电气设备,20080605,主板
002241.SZ,歌尔股份,元器件,20080522,主板
002248.SZ,华东数控,机床制造,20080612,主板
002263.SZ,大东南,塑料,20080728,主板
002274.SZ,华昌化工,农药化肥,20080925,主板
002251.SZ,步步高,超市连锁,20080619,主板
002256.SZ,兆新股份,新型电力,20080625,主板
002261.SZ,拓维信息,软件服务,20080723,主板
002255.SZ,海陆重工,专用机械,20080625,主板
002259.SZ,升达林业,供气供热,20080716,主板
002262.SZ,恩华药业,化学制药,20080723,主板
002264.SZ,新华都,互联网,20080731,主板
002258.SZ,利尔化学,农药化肥,20080708,主板
002250.SZ,联化科技,化工原料,20080619,主板
601668.SH,中国建筑,建筑工程,20090729,主板
002267.SZ,陕天然气,供气供热,20080813,主板
002268.SZ,电科网安,IT设备,20080811,主板
002271.SZ,东方雨虹,其他建材,20080910,主板
002269.SZ,美邦服饰,服饰,20080828,主板
002270.SZ,华明装备,电气设备,20080905,主板
002272.SZ,川润股份,机械基件,20080919,主板
002266.SZ,浙富控股,环境保护,20080806,主板
002275.SZ,桂林三金,中成药,20090710,主板
002273.SZ,水晶光电,元器件,20080919,主板
002396.SZ,星网锐捷,通信设备,20100623,主板
601107.SH,四川成渝,路桥,20090727,主板
601766.SH,中国中车,运输设备,20080818,主板
601788.SH,光大证券,证券,20090818,主板
002276.SZ,万马股份,电气设备,20090710,主板
002282.SZ,博深股份,机械基件,20090821,主板
002284.SZ,亚太股份,汽车配件,20090828,主板
002283.SZ,天润工业,汽车配件,20090821,主板
002362.SZ,汉王科技,软件服务,20100303,主板
002277.SZ,友阿股份,百货,20090717,主板
601727.SH,上海电气,电气设备,20081205,主板
002278.SZ,神开股份,化工机械,20090811,主板
002461.SZ,珠江啤酒,啤酒,20100818,主板
002285.SZ,世联行,房产服务,20090828,主板
002281.SZ,光迅科技,通信设备,20090821,主板
002287.SZ,奇正藏药,中成药,20090828,主板
002286.SZ,保龄宝,食品,20090828,主板
300370.SZ,安控科技,电器仪表,20140123,创业板
002290.SZ,禾盛新材,家用电器,20090903,主板
002296.SZ,辉煌科技,通信设备,20090929,主板
002295.SZ,精艺股份,铜,20090929,主板
002291.SZ,遥望科技,广告包装,20090903,主板
002300.SZ,太阳电缆,电气设备,20091021,主板
002292.SZ,奥飞娱乐,影视音像,20090910,主板
002293.SZ,罗莱生活,纺织,20090910,主板
002294.SZ,信立泰,化学制药,20090910,主板
600999.SH,招商证券,证券,20091117,主板
002297.SZ,博云新材,航空,20090929,主板
300002.SZ,神州泰岳,互联网,20091030,创业板
002599.SZ,盛通股份,广告包装,20110715,主板
601126.SH,四方股份,电气设备,20101231,主板
601633.SH,长城汽车,汽车整车,20110928,主板
002467.SZ,二六三,互联网,20100908,主板
002446.SZ,盛路通信,通信设备,20100713,主板
002448.SZ,中原内配,汽车配件,20100716,主板
002438.SZ,江苏神通,机械基件,20100623,主板
002490.SZ,山东墨龙,化工机械,20101021,主板
002419.SZ,天虹股份,百货,20100601,主板
300445.SZ,康斯特,电器仪表,20150424,创业板
300353.SZ,东土科技,通信设备,20120927,创业板
300444.SZ,双杰电气,电气设备,20150423,创业板
002298.SZ,中电鑫龙,电气设备,20090929,主板
002506.SZ,协鑫集成,电气设备,20101118,主板
601888.SH,中国中免,旅游服务,20091015,主板
002299.SZ,圣农发展,农业综合,20091021,主板
002301.SZ,齐心集团,文教休闲,20091021,主板
002489.SZ,浙江永强,家居用品,20101021,主板
002304.SZ,洋河股份,白酒,20091106,主板
002365.SZ,永安药业,化学制药,20100305,主板
002302.SZ,西部建设,水泥,20091103,主板
002307.SZ,北新路桥,建筑工程,20091111,主板
002350.SZ,北京科锐,电气设备,20100203,主板
002315.SZ,焦点科技,互联网,20091209,主板
002303.SZ,美盈森,造纸,20091103,主板
002756.SZ,永兴材料,小金属,20150515,主板
002310.SZ,东方新能,新型电力,20091127,主板
601139.SH,深圳燃气,供气供热,20091225,主板
002309.SZ,中利集团,电气设备,20091127,主板
002311.SZ,海大集团,饲料,20091127,主板
002312.SZ,川发龙蟒,化工原料,20091203,主板
002523.SZ,天桥起重,专用机械,20101210,主板
601618.SH,中国中冶,建筑工程,20090921,主板
002313.SZ,日海智能,通信设备,20091203,主板
002314.SZ,南山控股,区域地产,20091203,主板
002316.SZ,亚联发展,软件服务,20091209,主板
002356.SZ,赫美集团,其他商业,20100209,主板
601117.SH,中国化学,建筑工程,20100107,主板
002318.SZ,久立特材,特种钢,20091211,主板
002327.SZ,富安娜,纺织,20091230,主板
002317.SZ,众生药业,中成药,20091211,主板
002319.SZ,乐通股份,染料涂料,20091211,主板
002474.SZ,榕基软件,软件服务,20100915,主板
002321.SZ,华英农业,农业综合,20091216,主板
300001.SZ,特锐德,电气设备,20091030,创业板
002331.SZ,皖通科技,软件服务,20100106,主板
300004.SZ,南风股份,电气设备,20091030,创业板
300008.SZ,天海防务,船舶,20091030,创业板
300003.SZ,乐普医疗,医疗保健,20091030,创业板
300006.SZ,莱美药业,化学制药,20091030,创业板
300007.SZ,汉威科技,电器仪表,20091030,创业板
300014.SZ,亿纬锂能,电气设备,20091030,创业板
300009.SZ,安科生物,生物制药,20091030,创业板
300011.SZ,鼎汉技术,运输设备,20091030,创业板
300005.SZ,探路者,服饰,20091030,创业板
300013.SZ,新宁物流,仓储物流,20091030,创业板
601801.SH,皖新传媒,出版业,20100118,主板
002328.SZ,新朋股份,汽车配件,20091230,主板
300012.SZ,华测检测,电器仪表,20091030,创业板
300018.SZ,中元股份,电气设备,20091030,创业板
300071.SZ,福石控股,广告包装,20100421,创业板
300017.SZ,网宿科技,软件服务,20091030,创业板
300015.SZ,爱尔眼科,医疗保健,20091030,创业板
300019.SZ,硅宝科技,化工原料,20091030,创业板
300022.SZ,吉峰科技,农用机械,20091030,创业板
300024.SZ,机器人,专用机械,20091030,创业板
300021.SZ,大禹节水,建筑工程,20091030,创业板
300033.SZ,同花顺,软件服务,20091225,创业板
002320.SZ,海峡股份,水运,20091216,主板
601877.SH,正泰电器,电气设备,20100121,主板
300026.SZ,红日药业,中成药,20091030,创业板
300025.SZ,华星创业,通信设备,20091030,创业板
002324.SZ,普利特,塑料,20091218,主板
002322.SZ,理工能科,软件服务,20091218,主板
002326.SZ,永太科技,化工原料,20091222,主板
002330.SZ,得利斯,食品,20100106,主板
002329.SZ,皇氏集团,乳制品,20100106,主板
002333.SZ,罗普斯金,其他建材,20100112,主板
002332.SZ,仙琚制药,化学制药,20100112,主板
002334.SZ,英威腾,电气设备,20100113,主板
002337.SZ,赛象科技,化工机械,20100115,主板
002335.SZ,科华数据,电气设备,20100113,主板
002338.SZ,奥普光电,电器仪表,20100115,主板
002340.SZ,格林美,小金属,20100122,主板
002561.SZ,徐家汇,百货,20110303,主板
002339.SZ,积成电子,电气设备,20100122,主板
002344.SZ,海宁皮城,商品城,20100126,主板
300031.SZ,宝通科技,互联网,20091225,创业板
300139.SZ,晓程科技,黄金,20101112,创业板
002342.SZ,巨力索具,机械基件,20100126,主板
002343.SZ,慈文传媒,影视音像,20100126,主板
002345.SZ,潮宏基,服饰,20100128,主板
002346.SZ,柘中股份,电气设备,20100128,主板
002347.SZ,泰尔股份,机械基件,20100128,主板
002348.SZ,高乐股份,文教休闲,20100203,主板
002381.SZ,双箭股份,橡胶,20100402,主板
300034.SZ,钢研高纳,航空,20091225,创业板
300032.SZ,金龙机电,元器件,20091225,创业板
002349.SZ,精华制药,中成药,20100203,主板
601678.SH,滨化股份,化工原料,20100223,主板
002351.SZ,漫步者,IT设备,20100205,主板
002352.SZ,顺丰控股,仓储物流,20100205,主板
002591.SZ,恒大高新,环境保护,20110621,主板
002355.SZ,兴民智通,汽车配件,20100209,主板
002353.SZ,杰瑞股份,化工机械,20100205,主板
002354.SZ,天娱数科,互联网,20100209,主板
300035.SZ,中科电气,电气设备,20091225,创业板
300247.SZ,融捷健康,医疗保健,20110729,创业板
300036.SZ,超图软件,软件服务,20091225,创业板
300030.SZ,阳普医疗,医疗保健,20091225,创业板
002358.SZ,森源电气,电气设备,20100210,主板
002549.SZ,凯美特气,环境保护,20110218,主板
300041.SZ,回天新材,化工原料,20100108,创业板
300037.SZ,新宙邦,化工原料,20100108,创业板
002357.SZ,富临运业,公共交通,20100210,主板
002455.SZ,百川股份,化工原料,20100803,主板
002370.SZ,亚太药业,化学制药,20100316,主板
002375.SZ,亚厦股份,装修装饰,20100323,主板
601688.SH,华泰证券,证券,20100226,主板
002369.SZ,卓翼科技,通信设备,20100316,主板
300040.SZ,九洲集团,新型电力,20100108,创业板
601058.SH,赛轮轮胎,汽车配件,20110630,主板
002364.SZ,中恒电气,电气设备,20100305,主板
300039.SZ,上海凯宝,中成药,20100108,创业板
002367.SZ,康力电梯,运输设备,20100312,主板
002366.SZ,融发核电,专用机械,20100312,主板
601179.SH,中国西电,电气设备,20100128,主板
